mol,apol,ast_violation,ast_violation_ext,a_acc,a_aro,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,density,diameter,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,result_1
Brc1cc(NC(=S)NNC(=O)c2ccc(cc2)-c2[nH]c3cc(C)c(cc3n2)C)ccc1,66.067863,4,6,4,21,51,5,9,31,21,87.203568,1.7098738,0,1,23,0,0,20,0,5,1,1,1.1460319,-2.3636911,-0.59918326,0.69011635,2.3092256,-2.6695833,-0.50803125,0.80942154,2.4576092,-2.0472417,-0.40659368,0.92151803,2.6324689,27.892139,4,0.11764706,22,54,2,34,2,7,0.20588236,30,0,21.957455,19.317671,13.273502,15.421921,14.885051,10.793126,6.7974348,9.3870134,0.84432638,18,-0.85165626,-0.40464148,0.093502343,2.514116,-1.2872255,-0.29984233,0.19468738,2.6343052,-0.4790915,-0.20513229,0.30365583,2.8338594,24.134949,10.950521,6.3208814,18.403219,8.2693586,4.7394457,4.9091234,6,4,1,1,5.526,-9.6592398,12.898181,0,1,22,0,4,4,2,4.973,-4.973,2.2375321,-2.2375321,0.11900946,0.15100291,52.127777,56.052963,51.194088,25.857038,0,12.949531,0,127.69676,80.389565,0,0,9.5579309,17.579166,0.13689101,0.90722114,0.54287815,0.062909722,0.092778891,0.45712188,0.029869171,393.31818,235.36031,27.273989,40.223518,198.1814,12.949531,0.5,1,4.973,-4.973,0.10939071,0.11461894,0.70980102,0.54392028,0.13498496,0.29019898,0.45607972,0.15521404,307.72833,235.81213,58.521606,125.81337,197.72958,67.291756,9,0,4,0.10939071,0.11461894,1,5.2406402,35.776459,40.339584,16.78553,0,33.418941,3.0551045,0,186.23361,0,160.5549,13.19693,23.862217,16.78553,55.617092,9.5567245,30.569267,176.43184,5.5433049,157.79816,113.93,0.36875206,6.0874629,3.9911025,9.5605345,433.54172,585.57568,44.951431,24.524654,291.7117,37.306717,80.84124,494.41699,3312,47,164,0
Clc1ccc(NC(=S)NNC(=O)c2ccc(cc2)-c2[nH]c3cc(C)c(cc3n2)C)cc1,65.197861,4,6,4,21,51,5,9,31,21,87.203568,1.7098738,0,0,23,1,0,20,0,5,1,1,1.1389493,-2.3637977,-0.6027137,0.69395256,2.3092248,-2.6695964,-0.53807992,0.80591482,2.4576092,-2.0472417,-0.42035618,0.86783767,2.6320517,27.022141,4,0.11764706,22,54,2,34,2,7,0.20588236,30,0,21.957455,18.487602,13.273502,15.421921,14.885051,10.378092,6.7974348,9.3870134,0.78590631,19,-0.85164833,-0.39665815,0.094575793,2.5141897,-1.2872258,-0.29827785,0.19468135,2.6336632,-0.47909141,-0.21605732,0.30164385,2.8327394,24.134949,10.950521,6.3208814,17.765993,7.9724317,4.5647964,4.5689731,6,4,1,1,5.283,-9.3031397,12.648446,0,1,22,1,4,4,1,5.039,-5.039,2.2590723,-2.2590723,0.11787471,0.1495631,54.395317,56.052963,51.194088,25.857038,0,12.949531,0,139.95166,54.091755,0,0,9.5579309,17.579166,0.13689101,0.90463078,0.52473938,0.064666107,0.095369197,0.47526062,0.030703092,381.54282,221.31741,27.273989,40.223518,200.44894,12.949531,0.47368422,0.89999998,5.039,-5.039,0.10795793,0.11311768,0.7016989,0.5258106,0.13875362,0.2983011,0.47418937,0.15954748,295.95297,221.76923,58.521606,125.81337,199.99712,67.291756,10,0,4,0.10795793,0.11311768,1,5.1315398,35.776459,40.339584,16.78553,0,33.418941,0,3.5006065,186.23361,0,153.74945,12.92793,23.862217,16.78553,52.561985,13.057331,30.569267,176.43184,5.5433049,150.99271,113.93,0.36875206,6.0874629,4.0144072,9.5578938,421.76636,572.54407,44.951431,24.524654,279.93634,37.306717,80.84124,449.966,3336,47,164,0
S=C(Nc1cc(ccc1)C)NNC(=O)c1ccc(cc1)-c1[nH]c2cc(C)c(cc2n1)C,66.778236,4,6,4,21,54,5,9,31,21,85.073257,1.5754308,0,0,24,0,0,23,0,5,1,1,1.1460319,-2.376524,-0.57106113,0.66030115,2.3093276,-2.6696966,-0.49867386,0.76672804,2.4576101,-2.0472422,-0.40261179,0.86659783,2.6363213,29.881762,4,0.11764706,22,57,2,34,2,7,0.20588236,33,0,21.957455,18.35371,14.273502,16.421921,14.885051,10.311145,7.2974348,9.9643641,0.73930323,18,-0.85169691,-0.39665809,0.093493439,2.5271239,-1.2872263,-0.29984921,0.16849774,2.643821,-0.47938246,-0.20481503,0.22372337,2.8448601,24.134949,10.950521,6.3208814,16.893301,7.5662222,4.3260565,4.1231766,6,4,1,0,5.026,-9.0427704,12.592647,0,1,22,1,4,4,1,5.006,-5.006,2.2989271,-2.2989271,0.1158312,0.14697024,62.67173,56.052963,51.194088,25.857038,0,12.949531,0,136.39807,49.019615,0,0,9.5579309,17.579166,0.13689101,0.90455174,0.50470597,0.064719707,0.095448256,0.49529406,0.030728543,381.19351,212.69168,27.273989,40.223518,208.72534,12.949531,0.5,1,5.006,-5.006,0.10866959,0.11386336,0.70145166,0.46129084,0.13886863,0.29854837,0.53870916,0.15967974,295.60367,194.39581,58.521606,125.81337,227.02121,67.291756,9,0,4,0.10866959,0.11386336,1,4.7865601,35.776459,40.339584,16.78553,0,36.604515,0,0,186.23361,0,147.92682,12.90063,23.862217,16.78553,52.561985,12.7423,30.569267,176.43184,5.5433049,145.17007,113.93,0.36875206,6.0874629,3.9911025,9.5605345,421.41702,581.01733,44.951431,24.524654,277.45166,37.306717,80.84124,429.548,3312,47,164,0
O=C(N\N=C\c1ccc([N+](=O)[O-])cc1)c1ccc(cc1)-c1[nH]c2cc(C)c(cc2n1)C,61.055065,3,4,4,21,50,3,7,31,21,81.075737,1.6215147,0,0,23,0,0,19,0,5,3,0,1.1222043,-2.3347876,-0.64094293,0.70869672,2.3085999,-2.3574743,-0.53807992,0.80591482,2.4576163,-2.0472398,-0.48460469,0.85431087,2.6252625,25.624933,5,0.14705883,22,53,3,34,2,6,0.17647059,28,0,21.957455,16.917238,13.350853,15.551678,14.901887,9.5580091,7.0861101,9.7952614,0.7616545,19,-0.82958853,-0.41945168,0.085899547,2.5107136,-1.1319492,-0.2777966,0.16445385,2.6321151,-0.49110427,-0.21605732,0.23686318,2.8201425,24.134949,10.950521,6.1186266,15.93331,7.1200032,3.9340255,3.659523,8,2,1,0,5.6719999,-8.3815804,11.653404,1,1,23,1,4,5,1,4.9949999,-4.9949999,2.2997947,-2.2997947,0.11819299,0.14691481,54.519203,81.0923,11.190562,17.238026,0,19.649082,0,117.6504,24.509808,0,9.4210396,9.5579309,47.497971,0.13689101,0.80420619,0.53195822,0.14572778,0.19579382,0.46804178,0.05006605,315.62134,208.77403,57.192791,76.841873,183.68918,19.649082,0.47368422,0.89999998,4.9949999,-4.9949999,0.18158159,0.11411411,0.6836952,0.5099653,0.16938387,0.3163048,0.49003473,0.14692092,268.32523,200.14261,66.476936,124.138,192.3206,57.661057,10,1,4,0.18158159,0.11411411,1,4.5188398,17.888229,29.129929,33.999886,50.935009,36.604515,16.663008,0,186.23361,0,69.408775,11.91603,30.947832,33.448536,85.608765,12.7423,12.558517,176.43184,5.2587838,83.866386,115.96,0.36875206,6.0874629,4.04212,9.5508823,392.4632,542.81433,22.987961,9.4210396,252.07123,78.370651,43.774151,413.43698,3392,48,164,1
O1c2c(C(=O)C(O)=C1c1cc(OC)c(O)cc1)c(O)cc(O)c2,41.775517,3,4,6,12,35,4,10,23,15,52.85387,1.5101106,0,0,16,0,0,12,0,0,7,0,1.7404034,-2.3004987,-0.80132842,0.78824198,2.3486729,-2.2531574,-0.74665773,0.79785472,2.4896815,-1.9997373,-0.58332711,0.97003776,2.6446123,17.908484,2,0.079999998,12,37,2,25,2,2,0.079999998,23,0,16.723249,11.900351,8.8867512,10.309036,10.917923,6.5119066,4.3927345,6.0993195,0.83589882,10,-0.78210306,-0.51616645,0.16440028,2.4535613,-0.88687593,-0.38042611,0.16159892,2.5999336,-0.48342332,-0.25714192,0.31466302,2.7401965,17.811199,7.0869246,3.3833141,13.203322,5.17627,2.4434927,2.9714766,7,4,1,0,2.296,-3.1870999,7.7584543,0,1,17,1,3,2,0,3.9619999,-3.9649999,2.4645455,-2.4645455,0.090510137,0.14593627,27.206198,61.707188,25.375559,8.458519,49.755211,0,0,61.274521,0,0,0,0,13.566921,36.077675,0.64928663,0.39135706,0.17516153,0.35071334,0.60864294,0.17555182,184.02199,110.91911,49.644592,99.399803,172.50267,49.755211,0.5,1,3.9619999,-3.9649999,0.11837456,0.14375788,0.5699212,0.39135706,0.16632751,0.4300788,0.60864294,0.2637513,161.52808,110.91911,47.140839,121.89371,172.50267,74.752869,5,0,3,0.11837456,0.14375788,0.43478259,2.3139,98.155457,5.6876111,0,25.385227,30.233366,40.627296,0,93.459351,0,26.21714,7.8937702,23.862217,98.155457,25.385227,37.831718,5.2434282,88.215919,5.6876111,35.383869,116.45,0.45137304,5.643856,3.1571679,8.7701445,283.42178,378.35321,16.070677,0,178.32762,10.962276,70.338364,316.26498,1122,42,124,0
O1c2[nH]nc(c2C(C(C#N)=C1N)c1cc(OCc2ccccc2)c(O)cc1)C,55.768272,4,6,5,17,46,4,9,28,18,74.031647,1.6093836,0,0,21,0,0,18,0,4,3,0,1.4375514,-2.4117751,-0.64899981,0.67959976,2.4802501,-2.4490595,-0.55140972,0.7507602,2.5860345,-2.1392665,-0.44539344,0.85431087,2.7507975,24.169725,4,0.12903225,17,49,1,31,2,5,0.16129032,30,1,19.672998,15.138747,11.903259,13.84457,13.579719,8.702446,6.3682961,8.6766701,0.75704408,12,-0.81706673,-0.43141878,0.079449289,2.6394374,-1.3397832,-0.31032437,0.16403376,2.7642269,-0.48118776,-0.21605732,0.21131693,2.9149406,21.240376,9.4276857,4.54179,14.617806,6.390595,3.0455556,3.336303,7,4,1,0,3.4649999,-4.8044701,10.452883,0,1,22,1,4,5,0,5.0289998,-5.0300002,2.3587856,-2.3587856,0.092175245,0.15146287,19.270084,86.812752,47.104595,21.568544,10.324173,0,0,47.674564,73.529427,0,27.163528,0,13.030231,10.271297,0.90574414,0.48120373,0.065316267,0.09425585,0.51879627,0.028939582,323.1235,171.66904,23.301527,33.625698,185.08014,10.324173,0.5,1,5.0289998,-5.0300002,0.097832568,0.17892644,0.66532981,0.46646953,0.12357686,0.33467016,0.53353047,0.21109331,237.35588,166.41263,44.085945,119.39331,190.33656,75.307365,6,0,4,0.097832568,0.17892644,1,3.487304,80.282188,16.663008,16.663008,47.661102,12.313473,8.0001755,4.4107962,141.14548,0,69.553734,10.17079,0,95.107368,16.663008,56.627647,32.897186,162.07173,0,33.326015,117.18,0.39893496,5.9541965,3.4453146,9.3351154,356.74918,494.55508,20.246246,17.742489,212.59416,48.702324,70.397736,374.39999,2013,47,150,0
Oc1c(O)cc(cc1O)\C=N\NC(=O)c1[nH]c2c(c1)cccc2,43.336308,3,4,5,15,36,5,10,23,14,61.256695,1.7015749,0,0,16,0,0,13,0,3,4,0,1.3770063,-2.2117901,-0.75892729,0.81812078,2.2409272,-2.3584909,-0.72409189,0.80853659,2.4513886,-1.8947296,-0.54821974,0.9940995,2.5720954,16.489691,3,0.12,16,38,2,25,1,4,0.16,20,0,16.396976,11.815905,8.6188021,10.275657,11.041714,6.7048264,4.5980763,6.5075679,0.79876614,13,-0.84303796,-0.49602699,0.1925633,2.3386648,-1.13195,-0.36600721,0.19071299,2.4592977,-0.43289441,-0.24825944,0.31270471,2.6508846,17.811199,7.9200001,4.3456788,11.987831,5.2253895,2.8239341,2.7235255,7,5,1,0,3.2060001,-2.8951199,8.3106728,0,1,17,1,3,3,0,4.4840002,-4.4850001,2.3811159,-2.3811159,0.12099236,0.15001377,8.9080906,50.869003,32.075111,17.238026,30.972517,12.949531,0,51.228157,36.764713,0,9.4210396,3.8753545,13.566921,23.439512,0.70888597,0.47474051,0.14033872,0.29111403,0.52525949,0.15077531,206.50414,138.2957,40.881786,84.803833,153.01228,43.92205,0.46153846,0.85714287,4.4840002,-4.4850001,0.15945584,0.12709031,0.53735739,0.51268548,0.19520745,0.46264261,0.48731452,0.26743513,156.5365,149.34937,56.865486,134.77148,141.9586,77.905991,7,0,3,0.15945584,0.12709031,1,2.0486,94.043907,5.2587838,33.999886,0,29.804539,16.663008,0,128.21939,0,15.730285,8.4795303,23.862217,92.818687,34.673759,21.672607,4.7171016,123.50229,5.2587838,17.214357,117.94,0.45137304,5.643856,3.5263491,8.7097025,291.30798,389.72232,22.987961,15.103616,153.8512,33.249039,78.792336,311.297,1375,34,120,1
Oc1cc(O)cc(O)c1\C=N\NC(=O)c1[nH]c2c(c1)cccc2,43.336308,3,4,5,15,36,5,10,23,14,61.256695,1.7015749,0,0,16,0,0,13,0,3,4,0,1.4052317,-2.2134292,-0.77707601,0.82223195,2.2436407,-2.3578846,-0.73285908,0.78466833,2.4311969,-1.8959336,-0.55683488,0.99889797,2.5732317,16.489691,3,0.12,16,38,2,25,1,4,0.16,20,0,16.396976,11.815905,8.6188021,10.275657,11.041714,6.7048264,4.5980763,6.5075679,0.79876614,13,-0.8430298,-0.50315255,0.19833912,2.3440003,-1.1319392,-0.36602348,0.1768678,2.4641712,-0.43065318,-0.2557267,0.32665318,2.6554358,17.811199,7.9200001,4.3456788,11.987831,5.2253895,2.8239341,2.7235255,7,5,1,0,3.2060001,-2.8951199,8.3106728,0,1,17,1,3,3,0,4.4840002,-4.4850001,2.3502076,-2.3502076,0.12258358,0.15303622,8.9080906,78.453102,6.6995511,17.238026,30.972517,12.949531,0,49.019615,36.764713,0,9.4210396,3.8753545,13.566921,23.439512,0.70888597,0.46715903,0.14033872,0.29111403,0.53284097,0.15077531,206.50414,136.08716,40.881786,84.803833,155.22083,43.92205,0.46153846,0.85714287,4.4840002,-4.4850001,0.15945584,0.12709031,0.53735739,0.51268548,0.19520745,0.46264261,0.48731452,0.26743513,156.5365,149.34937,56.865486,134.77148,141.9586,77.905991,7,0,3,0.15945584,0.12709031,1,2.0486,94.043907,5.2587838,33.999886,0,29.804539,16.663008,0,128.21939,0,15.730285,8.4795303,23.862217,92.818687,34.673759,21.672607,4.7171016,123.50229,5.2587838,17.214357,117.94,0.45137304,5.643856,3.49562,8.7163887,291.30798,389.72232,22.987961,15.103616,153.8512,33.249039,78.792336,311.297,1349,34,120,0
O1[C@](CCC1=O)(C)[C@H]1CC(=O)[C@]2(C3=C([C@@]4([C@@H](C[C@@H]3O)C(C)(C)[C@@H](O)CC4)C)C(=O)C(=O)[C@]12C)C,77.13855,2,3,6,0,70,2,8,34,23,94.899063,1.355701,0,0,27,0,0,36,0,0,7,0,1.635931,-2.915683,-0.43881983,0.24443513,2.949662,-2.8857584,-0.38015896,0.2260142,2.9613404,-2.6701391,-0.20431709,0.42457041,3.1898153,45.103451,1,0.02631579,0,74,5,38,4,1,0.02631579,69,0,25.223249,20.987711,18.052042,18.516144,15.56391,12.5204,10.779258,11.338006,0.74950176,13,-0.80161953,-0.40581036,-0.12022416,3.4856832,-0.91180694,-0.34851265,-0.037,3.5017948,-0.53591347,-0.21929698,0.051675316,3.7107008,25.641273,7.5277343,2.9349113,22.416805,6.5531507,2.5473104,4.3206091,7,2,1,0,2.2260001,-3.70118,12.285552,0,1,25,0,5,1,2,4.4699998,-4.4699998,2.6696234,-2.6696234,0.098427691,0.14655526,156.10352,18.34063,8.458519,0,37.565384,14.708499,0,74.509148,74.990707,0,0,0,54.267685,18.038837,0.72738498,0.48537126,0.15822586,0.27261502,0.51462877,0.11438914,332.40253,221.80638,72.306519,124.58041,235.17654,52.273884,0.46153846,0.85714287,4.4699998,-4.4699998,0.14742729,0.15212528,0.68257606,0.16789161,0.16305874,0.31742394,0.83210838,0.1543652,311.9256,76.723602,74.51506,145.05733,380.25934,70.542259,7,1,5,0.14742729,0.15212528,0,2.7000999,50.770454,24.808296,119.38605,0,8.8215923,6.37115,0,0,113.21043,199.95609,12.13416,106.44875,50.770454,8.8215923,19.308449,0,113.21043,24.808296,199.95609,117.97,0.34983629,6.2479277,3.2943797,9.9318695,456.98294,630.52289,54.267685,0,297.05286,42.587814,81.401527,472.578,2738,85,210,0
Clc1cc(Cl)ccc1Cc1nc2c(n1CC(=O)NN)cc([N+](=O)[O-])cc2,49.094311,2,3,3,15,39,2,5,26,17,75.660439,1.9400114,0,0,16,2,0,13,0,5,3,0,1.6952822,-2.3787487,-0.62004423,0.5955655,2.4162738,-2.6924245,-0.50006133,0.82690692,2.4660554,-2.0976353,-0.41922754,0.89603883,2.6937664,19.245691,5,0.17857143,16,41,2,28,3,6,0.21428572,23,0,18.84457,14.789838,8.878315,10.275657,12.384249,8.2128305,4.5367279,6.1573977,0.89157641,12,-0.8663674,-0.43478215,0.069337763,2.5674851,-1.4449494,-0.32532853,0.20648761,2.6551104,-0.49166474,-0.21125375,0.28997353,2.8530314,20.727041,9,4.8994083,16.343817,7.024816,3.7963684,4.4158578,8,3,1,0,3.3080001,-5.8506398,9.7140779,1,1,16,1,3,5,0,4.8759999,-4.875,2.2151873,-2.2151873,0.12333861,0.14350484,50.781387,51.550224,41.620914,8.6190128,0,19.649082,0,38.973251,71.4188,0,0,16.072159,51.373325,0,0.75119972,0.50802284,0.19266936,0.24880028,0.49197719,0.056130908,262.96359,177.83752,67.44548,87.094566,172.22061,19.649082,0.5,1,4.8759999,-4.875,0.18601313,0.14953846,0.60328513,0.59717762,0.19266936,0.39671487,0.40282238,0.2040455,211.18488,209.04689,67.44548,138.87328,141.01126,71.427795,6,1,3,0.18601313,0.14953846,1,3.0983701,50.662895,31.029022,23.862217,50.935009,5.513495,18.868406,7.0012131,110.14738,0,99.493614,9.8190498,30.947832,18.684622,68.823235,12.514709,39.819687,143.16708,5.2587838,78.297287,118.76,0.41210872,5.8073549,3.3410206,9.1332941,350.05814,442.15839,19.249496,9.4210396,225.49759,58.07114,50.151489,394.21799,1645,41,136,1
O1[C@@H](CNC(=O)\C=C\c2ccccc2)[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,48.074654,3,5,6,6,44,5,11,23,15,68.466553,1.5560579,0,0,16,0,0,21,0,1,6,0,1.7081211,-2.7425172,-0.69040775,0.74555582,2.7952714,-2.9409242,-0.65527755,0.64068341,2.5913165,-2.5321655,-0.55328488,0.85653573,2.9899116,26.491346,5,0.20833333,6,45,2,24,4,6,0.25,37,0,16.819626,12.447768,9.3424168,10.405413,11.024076,7.3411036,4.9711971,6.2828231,0.77805692,13,-0.82994884,-0.42197901,0.12556322,2.6656184,-1.1622393,-0.42110395,0.092693932,2.5560992,-0.52148592,-0.23638237,0.22581577,2.8756332,19.326389,9.4746094,5.5,15.663826,7.6009116,4.378202,5.1764936,7,5,1,0,-0.75599998,-1.51815,8.3083725,0,1,13,1,2,7,0,5.6440001,-5.6440001,2.9017351,-2.9017351,0.084419027,0.1352182,25.447229,83.197472,24.524643,8.6190128,54.246223,0,0,14.463444,61.274521,0,0,0,13.566921,33.710808,0.68179327,0.38556838,0.14818269,0.31820676,0.61443162,0.17002405,217.52632,123.01569,47.277729,101.52395,196.03458,54.246223,0.46153846,0.85714287,5.6440001,-5.6440001,0.10914245,0.12934089,0.48970041,0.41705671,0.14818269,0.51029962,0.58294326,0.3621169,156.23904,133.06206,47.277729,162.81122,185.9882,115.53349,7,0,2,0.10914245,0.12934089,1,-1.3415999,119.55166,5.2587838,67.205353,39.365837,3.185575,0,0,105.85911,17.643185,0,8.2252903,34.862103,101.54091,18.01075,35.52882,0,105.85911,62.267803,0,119.25,0.43892586,5.5849624,3.5264874,8.7206573,319.05026,415.58014,16.070677,5.6825762,197.51859,12.949531,76.020935,323.345,1376,34,112,1
s1cc(nc1C(=O)N\N=C\c1cc(O)c(O)cc1)C1=Cc2c(OC1=O)cccc2,54.078308,2,4,6,17,42,3,9,29,18,75.568527,1.7992506,0,0,20,0,0,13,0,3,5,1,1.1922865,-2.2580359,-0.71132243,0.780563,2.3030956,-2.3437726,-0.6624012,0.82844639,2.4331653,-1.927079,-0.51098597,0.98750126,2.6334856,22.303692,4,0.125,17,45,4,32,1,5,0.15625,24,0,20.380104,15.511847,10.773502,12.84457,14.00804,9.2322931,5.4700847,7.7491498,0.83741051,17,-0.79704386,-0.47905561,0.12527113,2.3779039,-1.1318551,-0.36902872,0.17930736,2.4912407,-0.43293357,-0.23481436,0.33206868,2.6971622,22.203125,10.08,5.4375181,15.963321,7.1550531,3.8233633,3.9385657,8,3,1,0,3.6949999,-4.8322301,10.708206,0,1,23,1,4,4,0,5.2989998,-5.2989998,2.6142511,-2.6142511,0.11507488,0.13666415,2.2085397,85.442001,16.917038,28.379631,20.648346,12.949531,14.708499,51.228157,63.25058,0,9.4210396,3.8753545,35.320175,15.535081,0.71369386,0.4963555,0.15207848,0.28630611,0.50364453,0.13422763,256.84698,178.63039,54.73061,103.03699,181.25359,48.306377,0.47058824,0.8888889,5.2989998,-5.2989998,0.13493112,0.10756747,0.59292835,0.54512697,0.17825648,0.40707165,0.45487303,0.22881518,213.38541,196.18246,64.151649,146.49857,163.70151,82.346916,9,0,4,0.13493112,0.10756747,1,2.7778001,79.658569,29.789778,41.076572,0,33.919689,16.663008,0,142.50388,17.643185,47.007973,10.68938,47.724434,95.21888,17.888229,25.787756,3.185575,139.3183,30.647432,48.492046,121.11,0.38828552,6,3.8452339,9.3777857,359.88397,486.5069,42.237457,9.4210396,211.38947,50.461292,78.792336,407.40601,2641,45,154,1
s1cc(nc1C(=O)N\N=C\c1ccc(O)cc1O)C1=Cc2c(OC1=O)cccc2,54.078308,2,4,6,17,42,3,9,29,18,75.568527,1.7992506,0,0,20,0,0,13,0,3,5,1,1.2010907,-2.2580373,-0.71395379,0.7825554,2.3031292,-2.343411,-0.66260654,0.83024764,2.4331653,-1.9270833,-0.5116213,0.99884307,2.6335056,22.303692,4,0.125,17,45,4,32,1,5,0.15625,24,0,20.380104,15.511847,10.773502,12.84457,14.00804,9.2322931,5.4700847,7.7491498,0.83741051,17,-0.79692495,-0.48395613,0.12141954,2.3795907,-1.1318498,-0.36981332,0.17285842,2.4928162,-0.42988282,-0.23378184,0.33953711,2.6986117,22.203125,10.08,5.4375181,15.963321,7.1550531,3.8233633,3.9385657,8,3,1,0,3.6949999,-4.8322301,10.708206,0,1,23,1,4,4,0,5.2989998,-5.2989998,2.5966651,-2.5966651,0.11585423,0.13854289,4.4170794,102.35904,0,28.379631,20.648346,12.949531,14.708499,61.274521,50.995678,0,9.4210396,3.8753545,35.320175,15.535081,0.71369386,0.49021867,0.15207848,0.28630611,0.5097813,0.13422763,256.84698,176.42184,54.73061,103.03699,183.46213,48.306377,0.47058824,0.8888889,5.2989998,-5.2989998,0.13493112,0.10756747,0.59292835,0.54512697,0.17825648,0.40707165,0.45487303,0.22881518,213.38541,196.18246,64.151649,146.49857,163.70151,82.346916,9,0,4,0.13493112,0.10756747,1,2.7778001,79.658569,29.789778,41.076572,0,33.919689,16.663008,0,142.50388,17.643185,47.007973,10.68938,47.724434,95.21888,17.888229,25.787756,3.185575,139.3183,30.647432,48.492046,121.11,0.38828552,6,3.8314848,9.3803339,359.88397,486.5069,42.237457,9.4210396,211.38947,50.461292,78.792336,407.40601,2621,45,154,0
O1[C@](CCC1=O)(C)[C@H]1CC(=O)[C@]2(C3=C([C@@]4([C@@H](C[C@@H]3O)C(C)(C)[C@@H](O)CC4)C)C(=O)[C@@H](O)[C@]12C)C,78.472137,2,3,6,0,72,3,9,34,24,96.779907,1.3441653,0,0,27,0,0,38,0,0,7,0,1.6355572,-2.9205306,-0.44602442,0.29839483,2.9619,-2.8974316,-0.40768284,0.28036234,2.9687521,-2.6749723,-0.2349031,0.48340625,3.2007785,46.331867,1,0.02631579,0,76,4,38,4,1,0.02631579,72,0,25.223249,21.104027,18.129393,18.516144,15.56391,12.651825,10.856607,11.338006,0.74403369,13,-0.80164641,-0.40071815,-0.088861682,3.5309951,-0.92335445,-0.3529003,-0.033528116,3.5489287,-0.53949589,-0.22152457,0.079524308,3.7537115,25.641273,7.5277343,2.9349113,23.055901,6.7460909,2.6239822,4.5746236,7,3,1,0,2.483,-3.4871399,12.328796,0,1,25,0,5,1,2,4.5799999,-4.5799999,2.7762086,-2.7762086,0.094648771,0.14092866,156.10352,22.606016,13.363448,8.458519,30.972517,14.708499,0,74.509148,74.990707,0,0,0,40.700764,25.806377,0.75728381,0.46732557,0.14388648,0.24271618,0.53267443,0.098829702,350.03137,216.007,66.507141,112.18816,246.21252,45.681019,0.46153846,0.85714287,4.5799999,-4.5799999,0.14388646,0.14847161,0.68407106,0.15344271,0.14866459,0.31592894,0.84655726,0.16726434,316.19101,70.924217,68.715675,146.02852,391.29529,77.312843,7,1,5,0.14388646,0.14847161,0,2.4919,76.155678,19.120686,101.99249,0,8.8215923,6.37115,0,0,113.21043,199.95609,12.23414,82.58654,76.155678,8.8215923,25.777098,0,113.21043,19.120686,199.95609,121.13,0.34983629,6.2479277,3.2943797,9.9318695,462.21951,637.86627,40.700764,0,305.51138,34.129295,81.401527,474.59399,2738,85,210,0
